Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default
55,149256,224981,670,105,4,14.73,60,0.5,0
22,89663,77040,701,95,4,13.46,36,0.47,0
59,125513,70234,428,116,4,21.83,60,0.41,0
34,53993,20078,757,119,1,8.49,24,0.25,0
47,113786,8073,620,106,4,23.39,24,0.18,0
56,28349,197409,517,32,3,4.88,12,0.89,0
46,100345,149290,371,39,2,14.08,12,0.28,0
41,56502,38104,440,114,2,6.44,36,0.55,0
50,127916,118584,657,59,3,24.66,48,0.17,0
26,136271,106106,693,117,1,18.17,48,0.6,0
28,76548,183355,575,41,4,5.37,12,0.78,0
50,128687,23006,842,20,2,2.19,12,0.41,0
46,133299,103440,507,117,3,23.82,36,0.39,0
46,144185,92010,601,42,1,15.88,12,0.58,0
52,20818,129827,537,63,3,6.71,24,0.53,0
22,130086,112514,343,52,2,23.48,60,0.74,1
67,83800,103149,749,112,4,20.71,36,0.63,0
66,125350,103056,691,98,1,20.1,12,0.52,0
64,71711,28808,412,95,3,6.34,48,0.49,0
23,82948,108200,427,70,3,3.48,12,0.66,0
53,103673,131303,386,23,2,4.95,36,0.33,0
18,58394,232912,849,96,4,3.64,48,0.48,0
20,117532,195766,321,118,4,3.19,12,0.47,0
25,56557,82875,525,85,1,6.34,24,0.25,0
18,136349,9286,734,28,1,2.46,36,0.13,0
49,132449,135553,725,49,1,17.51,36,0.59,1
18,42964,201108,498,80,2,2.81,12,0.83,0
63,95768,199258,844,4,4,16.05,12,0.81,0
39,94913,5034,572,23,4,4.56,60,0.65,1
45,122073,222743,540,87,3,7.31,24,0.14,0
54,55672,188947,612,38,4,10.01,24,0.59,0
35,140551,196509,601,77,4,9.86,48,0.36,0
49,87111,157482,555,115,3,11.55,24,0.56,0
61,20569,173493,822,95,1,16.17,36,0.86,0
54,57548,229867,517,80,1,10.39,24,0.79,0
63,42506,128599,701,91,1,23.81,60,0.84,0
39,129717,249383,640,42,4,14.79,12,0.57,0
55,106726,102595,656,90,1,18.0,48,0.44,0
26,79959,245828,785,100,1,14.79,12,0.5,0
25,36238,85306,644,76,3,10.78,24,0.46,0
25,147708,78984,679,22,4,4.43,48,0.86,0
26,99154,229297,672,112,3,4.17,12,0.65,0
44,85283,187818,576,78,3,15.48,60,0.27,0
64,71531,89555,813,71,2,16.83,12,0.52,0
69,42861,103966,746,92,4,20.16,24,0.68,0
51,58062,97669,413,86,2,21.0,24,0.87,1
36,19877,80690,510,16,2,23.64,12,0.8,0
30,139905,7541,689,113,4,20.18,12,0.35,0
50,81731,18461,543,8,1,11.95,60,0.83,0
61,75873,33452,746,74,3,22.21,12,0.87,0
60,112653,123636,421,48,4,12.89,24,0.52,0
45,28615,124430,305,67,1,11.3,24,0.68,0
31,90539,51763,728,102,3,7.33,24,0.77,0
62,139345,244654,740,0,1,13.64,12,0.6,0
44,132873,122506,702,92,4,7.8,36,0.69,0
37,69790,192182,646,50,1,2.66,24,0.12,1
34,116039,139559,697,87,1,14.76,36,0.46,0
69,145440,189870,515,56,2,2.71,36,0.13,0
42,144326,18199,784,9,2,14.76,60,0.53,0
18,24222,96569,825,43,3,11.69,48,0.49,1
27,126396,25206,462,66,4,23.08,12,0.79,0
65,26094,249821,735,12,2,2.28,12,0.21,0
64,70510,128694,449,62,2,6.22,24,0.9,0
50,132455,222903,806,60,2,6.74,24,0.87,0
41,22190,149650,660,84,3,16.07,48,0.62,0
37,142409,56796,362,65,2,20.0,24,0.12,0
50,113090,39707,765,79,4,9.05,36,0.78,0
69,122399,48796,350,9,2,20.92,36,0.32,0
52,145536,198809,799,50,3,22.04,36,0.34,0
49,48396,199806,327,91,1,22.91,24,0.19,0
67,147414,13248,771,59,4,12.22,36,0.28,0
35,54876,110590,663,6,4,14.97,12,0.89,0
21,59126,241797,362,22,3,2.95,24,0.74,0
38,91042,224027,576,17,3,22.43,12,0.29,0
50,21307,18313,337,21,1,7.66,12,0.25,1
59,66406,142247,353,83,3,15.52,60,0.36,0
56,99556,175099,446,21,2,24.62,24,0.55,0
23,125770,138097,685,9,2,19.48,24,0.76,1
51,111188,149646,833,109,2,23.97,12,0.27,0
26,71416,46870,632,58,2,12.27,36,0.59,0
60,121507,135104,609,68,2,15.89,36,0.76,0
69,136634,152910,440,98,1,11.17,24,0.69,0
62,56517,52378,369,43,4,2.52,48,0.43,0
20,28114,41196,364,63,1,24.55,12,0.6,1
22,66678,249781,439,65,1,12.49,12,0.85,0
34,46828,81188,734,109,4,11.49,60,0.57,0
63,116100,108035,590,85,2,21.73,60,0.18,0
52,28125,187078,816,18,2,11.13,12,0.29,0
59,51722,118388,589,29,1,20.82,24,0.82,0
21,113860,35044,747,25,1,2.56,36,0.5,0
18,138318,31057,563,24,4,4.0,12,0.29,1
48,72895,209819,390,110,2,8.43,24,0.21,0
54,50308,213907,491,49,2,16.12,60,0.73,1
68,139216,124459,548,62,4,24.14,48,0.83,0
61,49292,204600,712,8,2,24.79,24,0.6,0
50,77808,105538,663,0,2,6.66,12,0.35,0
63,113305,110021,719,61,2,20.07,12,0.53,0
26,60528,227821,679,91,4,24.01,12,0.54,1
31,120792,18027,545,34,1,9.35,60,0.72,0
63,143251,224935,826,45,4,22.43,60,0.62,0
37,124913,41284,520,9,4,18.47,24,0.36,0
31,99893,61505,438,106,2,24.02,24,0.64,0
30,144166,145635,573,10,3,24.32,48,0.66,0
54,78317,213513,366,57,2,21.88,48,0.34,1
39,120335,249211,679,111,2,12.97,12,0.68,0
21,94970,104252,774,111,2,17.72,48,0.63,0
55,43706,190446,551,6,3,4.54,48,0.5,0
53,39356,55339,516,94,1,6.12,24,0.77,0
29,125932,163220,725,50,4,2.83,48,0.61,0
30,91148,137455,348,13,3,14.37,48,0.21,0
18,147661,76894,576,1,2,23.28,12,0.56,1
25,32581,158840,520,29,1,9.68,48,0.55,0
41,70136,159998,579,11,1,10.82,48,0.53,0
48,39888,241238,672,61,4,20.6,24,0.64,1
40,18968,46349,738,4,4,22.93,12,0.63,0
65,59812,167075,497,90,1,2.9,48,0.36,0
26,78834,172672,654,57,2,20.78,36,0.42,0
45,43672,185544,578,81,3,17.12,48,0.21,1
37,110841,238984,841,46,4,16.21,48,0.13,0
57,122160,26420,765,34,3,12.1,24,0.65,0
53,113790,34726,542,105,4,9.94,48,0.42,0
30,94009,185307,561,8,4,11.55,48,0.54,0
31,104128,218827,691,15,1,19.81,12,0.44,1
37,117209,87254,825,97,2,8.16,12,0.33,0
34,64199,47300,784,56,3,13.66,36,0.3,0
54,102594,154701,505,116,4,15.36,36,0.57,0
47,136192,112820,459,14,3,24.9,12,0.12,1
69,74136,235901,444,28,3,5.59,12,0.38,0
42,27791,127338,423,60,1,12.11,12,0.45,0
42,55573,174915,771,52,2,17.49,24,0.5,0
29,63070,67770,820,17,4,16.79,24,0.26,0
42,112735,222123,403,57,3,13.36,60,0.59,1
33,137349,101529,736,107,1,5.75,36,0.29,0
37,75358,56229,626,93,3,22.05,36,0.65,0
60,134189,24915,727,107,1,6.9,60,0.2,0
65,37414,189000,352,14,2,16.07,36,0.8,0
31,100550,83531,578,60,3,16.07,48,0.43,1
49,22336,97208,425,18,4,16.89,60,0.6,0
23,52186,233875,384,84,4,14.62,60,0.18,0
53,122806,182658,409,86,2,7.3,36,0.53,1
37,44450,80796,403,47,2,2.54,24,0.27,0
21,95774,62288,816,58,2,22.74,36,0.7,1
65,104801,82345,428,30,1,9.56,12,0.68,0
54,69029,62338,321,109,3,15.16,60,0.72,0
31,137112,191554,780,100,1,4.23,12,0.15,0
41,27035,130719,358,11,3,20.17,12,0.88,1
48,45173,218512,388,30,4,7.78,12,0.74,0
45,87519,127441,597,58,3,11.29,60,0.62,0
42,17646,197088,821,95,4,13.25,60,0.11,1
46,103928,122168,394,73,2,9.41,12,0.12,0
63,65733,159887,621,63,3,6.39,12,0.61,1
51,70775,26724,379,72,3,17.28,36,0.5,0
29,21443,157352,602,22,4,5.26,48,0.53,1
34,129962,179104,322,70,1,16.12,48,0.3,0
31,143691,134484,344,21,3,6.07,60,0.52,0
46,52326,216217,359,95,1,20.35,36,0.65,0
35,112137,151560,563,53,1,21.63,24,0.59,0
34,88241,95161,343,12,4,7.25,12,0.84,0
62,67379,131921,380,25,2,20.26,12,0.86,0
31,81693,228295,636,113,3,6.61,12,0.22,0
45,32407,174178,595,104,1,2.68,36,0.44,1
35,104895,196568,627,65,3,16.76,24,0.31,0
49,81691,128182,411,77,4,13.86,60,0.72,0
49,57647,213312,546,97,1,19.93,12,0.28,0
52,63204,67118,774,76,4,23.25,36,0.86,0
31,107081,153561,319,101,4,16.2,24,0.84,0
29,70109,199129,806,25,1,20.41,60,0.88,0
60,141434,197382,442,82,3,20.72,12,0.38,0
68,68722,22814,757,116,4,14.83,24,0.56,0
56,119793,203045,661,19,3,13.05,36,0.4,0
33,41920,38226,782,107,2,10.14,48,0.53,0
26,134482,120153,663,53,4,7.8,60,0.52,0
51,56423,72151,394,91,3,5.42,12,0.54,0
22,136040,223519,646,75,3,21.96,36,0.16,0
34,89400,11362,720,81,1,4.77,60,0.88,0
24,107150,172619,673,70,3,6.62,36,0.62,1
61,128602,88848,685,57,1,22.04,24,0.3,0
29,111703,100935,664,113,1,21.97,24,0.31,0
27,43242,100299,301,32,1,8.73,24,0.13,1
53,66408,167185,528,20,3,23.61,24,0.5,0
45,29363,212884,435,71,1,10.28,24,0.13,0
69,84683,32906,334,113,4,12.54,24,0.15,1
61,44870,72935,578,86,4,4.28,60,0.58,0
55,40049,45141,839,16,3,23.72,48,0.61,0
36,16462,148982,761,100,4,9.78,24,0.29,0
26,139285,174955,346,14,3,16.73,48,0.69,1
42,132219,219007,546,67,4,2.1,48,0.49,0
34,54423,113935,543,97,1,24.56,36,0.82,0
50,135033,108115,592,114,2,16.48,60,0.45,0
42,74573,157076,447,73,4,22.87,60,0.18,0
69,107499,236571,494,60,3,5.35,36,0.13,1
55,20255,202037,301,51,4,13.54,48,0.31,1
50,129361,11978,431,27,2,5.54,24,0.39,0
23,109471,55341,380,28,1,23.51,12,0.25,1
31,52022,53239,594,45,3,3.69,36,0.18,0
25,62517,228421,716,9,2,6.63,60,0.17,0
56,57622,202527,371,95,2,19.51,48,0.75,0
59,42623,124878,372,97,2,19.68,48,0.37,0
36,43096,102031,692,111,3,17.88,24,0.16,1
45,35338,187795,354,67,3,10.25,48,0.3,0
22,33997,246783,468,77,1,11.25,24,0.76,0
28,18188,160568,325,116,1,20.04,24,0.63,1
61,31340,183967,434,109,3,8.38,48,0.22,0
26,83324,119157,824,102,3,3.97,36,0.57,0
37,68765,15317,721,8,4,24.65,48,0.64,1
24,35399,136148,540,99,3,2.7,36,0.67,0
32,106677,176463,747,80,1,5.75,48,0.42,0
60,76085,154734,440,72,1,21.81,48,0.15,0
55,66493,115954,497,71,1,22.22,24,0.33,0
27,124906,223824,685,6,2,8.63,24,0.37,0
19,123492,98317,605,34,1,13.86,24,0.14,0
60,66630,170057,648,10,3,16.94,12,0.35,0
64,53393,195551,559,25,2,17.82,60,0.67,0
24,121151,155345,529,24,1,21.78,12,0.72,0
54,33904,229986,302,15,1,8.27,48,0.58,0
42,37266,238532,827,117,2,23.15,60,0.2,0
45,139119,172665,634,2,3,12.71,48,0.55,1
28,52728,97175,819,56,1,24.52,12,0.29,0
36,148147,248847,458,41,4,10.83,48,0.11,0
69,104259,101224,407,97,1,19.42,60,0.67,0
25,131154,33889,752,39,2,4.32,48,0.71,0
43,126081,103855,834,93,2,18.0,48,0.24,0
69,32450,206730,518,26,2,14.38,24,0.62,0
22,125741,237179,451,81,3,13.3,24,0.58,1
43,138464,29509,600,50,3,8.17,60,0.48,0
24,104247,10989,779,112,3,14.61,12,0.62,0
32,97775,101039,365,6,4,24.9,24,0.69,1
21,74688,25240,746,117,4,14.77,48,0.26,0
27,134283,172019,325,94,3,18.18,12,0.51,0
48,110839,96224,600,36,4,3.42,48,0.4,0
58,49744,98661,789,49,3,8.8,60,0.56,0
69,130678,81252,346,90,2,2.13,24,0.64,0
47,101779,211297,354,46,4,22.36,12,0.36,0
30,140934,19998,482,63,1,14.43,12,0.7,0
58,74884,85031,758,80,4,7.83,48,0.33,0
35,57601,95519,334,23,1,5.43,36,0.8,0
25,53278,152370,527,99,3,21.88,48,0.55,0
36,119737,22949,491,21,4,13.27,24,0.46,0
30,113406,148245,688,30,2,20.4,12,0.48,0
33,114866,94365,371,71,3,3.06,12,0.1,0
62,81412,157996,804,76,4,4.26,12,0.67,0
24,22516,85023,465,22,2,18.97,36,0.85,1
44,38490,128348,667,61,4,24.76,48,0.56,0
55,104888,112428,824,94,1,17.04,12,0.59,0
31,85338,63769,594,8,3,17.67,24,0.5,0
67,96131,200855,501,69,2,9.87,36,0.21,0
50,62195,121566,621,27,4,19.55,24,0.39,0
51,102434,248243,732,15,1,20.18,24,0.48,0
48,98318,64998,748,26,3,7.31,60,0.64,0
55,99986,74100,606,12,3,7.81,36,0.66,0
56,62702,22096,463,82,3,23.49,48,0.38,0
28,31776,174442,410,14,4,11.04,24,0.83,0
56,144808,189815,512,9,4,12.23,36,0.34,0
50,120611,183259,841,103,1,10.22,24,0.89,0
21,145725,81283,761,2,4,22.49,36,0.37,1
20,117235,173487,661,72,1,12.78,60,0.57,0
62,40296,105095,798,107,3,3.2,12,0.11,0
64,114284,146768,622,87,4,11.08,36,0.68,0
29,83861,121542,802,16,4,20.09,24,0.53,0
45,45650,106035,805,111,2,23.31,60,0.46,0
55,118702,248134,448,23,3,10.99,48,0.72,0
51,113439,164920,782,19,3,2.81,48,0.62,0
50,107470,234943,827,31,4,7.87,36,0.22,0
48,91394,158340,480,77,3,4.78,12,0.75,0
29,61516,41742,568,22,3,9.98,12,0.9,0
22,119061,64693,328,1,1,4.79,12,0.14,0
66,54834,216849,575,88,3,16.8,48,0.29,0
55,18636,225988,457,35,3,20.23,36,0.59,1
19,85684,174623,764,40,3,20.59,60,0.27,1
25,106237,215393,565,32,4,6.52,12,0.88,0
58,27136,18281,720,60,3,12.45,60,0.68,0
18,87680,243834,355,89,1,17.54,48,0.21,0
45,140565,181973,523,119,1,24.46,60,0.32,0
56,87269,53365,326,64,1,3.02,60,0.75,0
60,48028,202571,521,21,3,19.38,60,0.15,0
18,48479,234185,356,19,2,2.43,36,0.72,0
61,26355,139079,509,33,1,12.49,36,0.4,0
45,30905,142130,474,74,1,19.59,12,0.19,0
22,77503,63776,839,119,3,6.24,36,0.85,0
36,144336,96357,545,17,1,7.66,60,0.67,0
62,99980,41162,667,9,2,3.03,60,0.88,0
51,148558,59262,801,110,3,9.08,36,0.4,0
20,129737,59819,347,102,3,3.8,36,0.85,0
68,39154,241670,431,118,4,21.83,24,0.88,0
25,124246,129549,367,79,3,14.78,12,0.52,0
43,89199,149793,481,19,3,5.32,12,0.6,0
63,90321,121356,382,42,4,4.45,24,0.12,0
57,143746,164377,348,46,1,24.4,36,0.35,0
25,81069,47650,717,90,2,14.37,24,0.66,0
33,72198,217533,823,96,1,19.05,24,0.47,0
41,111114,96683,611,109,3,12.92,48,0.37,0
40,25639,28384,519,5,2,20.45,60,0.6,0
62,109508,172428,390,18,3,14.19,12,0.52,0
24,104236,209335,806,21,2,2.02,12,0.52,0
41,72330,101501,335,4,1,5.01,24,0.85,0
36,23278,221036,740,10,3,9.29,48,0.64,0
51,140549,86550,695,48,3,2.39,24,0.37,0
47,126770,186215,538,111,2,24.61,60,0.65,1
49,99548,129898,677,65,3,6.08,60,0.52,0
35,100188,9024,352,63,3,18.74,12,0.13,1
67,143027,140808,640,7,3,24.7,12,0.44,1
66,132462,185396,543,37,2,2.59,60,0.5,0
20,31124,145621,539,38,2,8.98,60,0.86,0
36,47576,213925,640,4,4,18.57,36,0.42,0
59,101906,227243,454,35,4,11.13,48,0.21,0
43,133871,168023,406,45,2,13.33,60,0.16,0
56,61752,65876,484,100,2,4.94,24,0.13,1
31,20353,160203,716,56,3,19.72,24,0.61,0
27,146602,184420,481,46,3,9.19,60,0.35,0
38,34044,206984,544,98,2,6.25,60,0.75,0
68,84459,17501,741,96,3,10.9,60,0.37,0
18,18752,162159,396,77,4,16.73,24,0.29,1
46,65117,32206,631,59,1,10.35,36,0.88,0
26,125919,137168,540,116,3,24.06,60,0.34,0
30,29161,22753,687,64,2,17.27,24,0.6,0
65,84270,206047,577,6,1,2.23,36,0.51,0
19,126116,107742,713,110,2,23.43,36,0.49,0
60,29555,63279,335,57,3,4.43,36,0.56,0
21,145274,182995,784,79,2,13.95,12,0.63,0
25,60928,142737,719,10,1,6.44,12,0.52,1
41,43320,201322,397,71,3,14.12,12,0.13,0
68,110442,226627,640,30,1,11.35,36,0.2,0
37,33642,48382,768,91,4,23.26,24,0.38,0
44,28481,18054,621,66,2,6.25,24,0.23,0
37,117172,26723,544,75,2,11.52,36,0.8,0
34,105442,54076,411,114,1,4.6,36,0.22,0
27,121801,7674,510,40,1,5.56,12,0.64,0
66,149293,89422,379,87,4,17.1,48,0.12,0
54,94098,138778,517,98,3,2.27,60,0.23,0
56,47580,106986,376,31,1,13.42,60,0.89,0
47,92265,67478,766,16,3,9.82,48,0.81,0
25,141786,229317,637,77,2,24.78,60,0.27,1
46,85435,182978,818,35,1,14.17,36,0.65,0
18,106263,126387,325,57,4,3.78,12,0.25,0
44,88882,217999,553,17,1,21.44,12,0.4,0
43,29707,184208,728,6,3,19.05,60,0.73,0
41,57149,66673,458,76,1,4.84,12,0.6,0
52,37522,153224,624,27,3,22.25,12,0.4,0
46,102348,74640,306,83,2,11.74,12,0.72,0
25,104109,105426,396,86,3,15.06,36,0.57,0
60,71367,89611,380,18,3,2.47,48,0.51,0
53,25163,157541,778,3,2,23.17,24,0.25,1
53,31752,210816,764,71,1,10.46,48,0.8,0
55,18036,239277,551,61,2,22.89,48,0.34,1
20,149889,121606,504,82,3,15.97,12,0.8,1
67,54360,190930,701,35,3,18.31,60,0.76,0
63,132034,188981,352,69,4,21.89,36,0.83,0
46,130089,155258,752,94,2,12.12,36,0.27,0
29,126958,81541,345,11,2,24.39,24,0.34,0
48,54446,181849,715,81,4,4.73,12,0.75,0
50,54426,237611,820,24,4,12.31,24,0.61,0
23,128038,117849,794,42,3,4.91,60,0.62,1
48,20843,121458,362,29,4,12.57,60,0.23,1
41,61049,100233,588,60,3,13.11,12,0.73,1
46,84800,26853,577,109,1,9.89,24,0.46,0
51,108044,155283,623,28,1,19.55,12,0.28,0
64,71236,56620,612,88,2,2.16,60,0.49,0
22,115700,116669,484,70,1,13.9,24,0.87,0
22,124142,9375,636,56,2,6.69,60,0.17,0
45,82241,9260,600,33,4,12.28,24,0.62,1
56,37064,220218,541,75,3,21.53,24,0.45,0
38,137833,173299,702,52,2,7.61,48,0.76,0
51,85298,185926,709,110,3,15.45,60,0.32,0
22,52599,162267,799,47,4,20.81,36,0.29,1
66,146350,163667,500,96,4,20.02,12,0.45,0
29,148988,208421,359,44,2,15.66,24,0.78,0
56,134615,246717,763,109,4,2.12,48,0.59,0
43,24191,162500,794,27,2,9.65,36,0.7,1
53,41706,146744,625,54,3,3.56,48,0.82,1
58,144377,91425,493,49,1,3.16,12,0.71,0
40,139693,87887,620,27,2,2.54,36,0.31,0
43,90473,107917,742,103,4,21.98,12,0.24,0
55,116052,48570,573,72,4,12.75,12,0.28,0
40,143016,157256,511,5,1,15.76,60,0.33,0
63,61870,212542,847,71,2,16.01,60,0.52,0
25,113694,197969,813,15,4,5.28,48,0.34,0
38,134178,193462,458,13,3,13.94,60,0.45,0
62,53670,155190,619,15,3,22.75,36,0.42,0
66,117302,121020,737,78,3,13.06,12,0.57,0
19,142567,182357,547,78,3,6.47,60,0.15,0
45,140667,51908,399,91,3,3.57,24,0.75,0
63,108482,146641,513,82,2,18.01,60,0.12,0
30,98748,37223,614,115,3,20.05,36,0.11,1
67,80927,63872,724,10,1,18.21,48,0.6,0
46,142256,55174,585,84,1,12.75,12,0.13,0
68,87274,131121,443,77,2,19.81,12,0.55,0
26,61759,94042,520,39,3,7.03,12,0.35,0
69,130988,65016,642,87,2,4.68,36,0.31,0
39,32168,207742,443,20,1,11.79,12,0.15,0
59,101823,61076,459,7,1,19.99,48,0.66,0
41,69014,230161,348,98,3,16.45,60,0.44,0
45,129092,219323,334,12,2,5.7,12,0.71,0
39,64099,36381,578,45,4,3.08,24,0.36,0
28,106395,17379,496,118,1,4.35,12,0.37,0
54,42254,102904,537,37,3,17.21,36,0.83,0
25,132639,247811,670,113,2,14.57,24,0.68,0
57,135981,107186,472,86,3,24.79,36,0.67,0
59,128139,212551,581,65,2,17.96,60,0.35,0
23,53530,221639,813,66,3,5.03,12,0.78,0
68,70884,22500,410,58,2,2.2,48,0.43,0
21,28154,93562,561,96,2,19.82,12,0.22,0
51,130174,164823,749,11,3,15.93,60,0.56,0
66,136641,140581,378,33,2,3.89,12,0.78,0
45,95183,212267,346,32,4,17.48,24,0.15,0
59,125409,25765,678,112,4,7.16,48,0.36,0
34,67165,28033,655,62,1,10.92,24,0.42,0
35,21024,37330,749,70,3,6.37,24,0.49,1
57,73236,148827,514,36,1,20.43,24,0.19,0
27,44554,218653,506,88,2,24.6,24,0.68,0
42,107081,30932,800,94,1,19.48,48,0.31,0
67,100763,208795,734,26,3,24.89,36,0.21,0
40,81932,200551,464,23,1,3.31,60,0.24,0
69,51191,191068,604,71,2,9.71,48,0.71,0
45,135126,209626,648,88,3,11.59,48,0.47,0
40,137250,113525,785,39,2,16.51,24,0.5,0
58,98000,161769,700,111,3,6.87,36,0.58,0
69,43565,41913,671,96,3,15.09,24,0.14,0
65,138931,248834,558,89,4,15.36,60,0.18,0
37,27134,140336,350,113,1,19.44,60,0.62,0
21,139565,196194,398,87,3,10.18,24,0.46,0
64,122497,52748,312,27,1,17.01,36,0.17,0
37,16767,164820,479,45,1,20.4,36,0.6,0
69,47919,246613,803,71,3,3.54,36,0.25,0
22,52526,46649,423,53,2,11.89,36,0.65,1
45,32129,77653,763,88,2,2.68,24,0.31,0
50,78024,97502,815,62,2,22.11,36,0.59,0
61,31036,161249,417,18,3,24.97,36,0.54,0
34,25428,240148,437,99,1,4.01,48,0.5,0
52,143040,247630,609,119,2,13.14,48,0.42,0
29,83278,96816,582,45,1,24.31,12,0.73,0
40,33157,244518,746,57,1,11.31,12,0.21,0
64,79424,89555,302,42,3,4.13,36,0.4,0
23,121711,98594,431,49,4,13.78,60,0.87,1
37,121463,209643,652,51,3,17.93,36,0.2,0
66,52874,70983,493,105,4,3.8,12,0.39,0
60,100886,49320,401,73,1,3.45,12,0.46,0
56,82136,84377,831,112,4,4.77,36,0.9,0
35,27137,221405,688,93,3,4.2,48,0.56,1
35,148844,84796,302,43,3,4.27,48,0.35,0
50,136556,196335,354,103,1,23.27,60,0.27,0
62,20733,64915,326,9,2,11.76,48,0.52,0
31,115912,159400,796,105,1,22.13,12,0.79,0
43,31907,42616,732,96,2,8.69,24,0.58,0
38,72206,244693,357,72,4,23.74,36,0.24,0
68,119478,151026,366,42,1,18.91,36,0.45,0
47,130305,222764,336,64,3,13.55,60,0.29,0
23,100467,205994,748,74,1,23.58,36,0.53,0
27,121372,33306,573,118,3,14.17,48,0.15,0
58,64272,149815,419,118,4,7.42,60,0.88,0
22,113766,52618,741,89,2,6.24,48,0.52,0
69,75177,188005,517,72,3,19.44,12,0.5,1
30,82975,182567,347,78,3,16.41,24,0.55,0
65,145875,226238,514,17,1,6.63,24,0.66,0
58,38428,158057,488,5,2,10.58,60,0.85,0
59,36985,93323,357,62,1,22.77,60,0.82,0
54,113664,184583,313,57,3,3.45,48,0.44,1
65,149615,157277,828,69,4,12.66,48,0.6,0
40,17409,237753,423,14,2,19.57,12,0.31,1
44,65481,155208,444,49,1,17.78,24,0.36,0
59,54611,234323,605,84,4,6.37,24,0.14,0
45,80577,223133,419,96,3,2.14,48,0.47,0
63,102190,226283,663,59,4,6.74,48,0.89,0
46,81067,115238,343,32,2,20.45,36,0.25,0
39,65006,136802,323,59,4,2.21,24,0.42,1
20,104433,107636,546,69,1,16.49,36,0.85,0
55,46547,159908,774,84,4,15.36,36,0.34,0
55,38583,10669,738,89,4,13.77,36,0.36,0
49,21160,123479,799,3,2,23.35,60,0.84,1
39,128786,144216,528,9,4,19.86,24,0.74,0
54,42283,138233,531,109,2,9.79,60,0.83,0
39,125151,110428,773,81,4,19.89,12,0.47,0
68,117835,180178,575,39,1,15.06,36,0.64,0
60,72775,108958,401,107,2,24.96,36,0.22,0
65,75027,236824,399,76,2,14.59,48,0.76,0
23,140723,150899,540,74,1,9.48,36,0.44,0
59,42607,111364,736,56,4,20.58,60,0.42,0
33,63564,179265,816,102,2,3.81,60,0.47,0
31,74458,189179,819,48,2,12.4,36,0.4,0
59,71087,147308,839,83,3,15.71,36,0.73,0
42,16566,176837,592,15,2,8.73,36,0.18,0
53,109206,227837,763,37,3,14.46,36,0.79,0
61,134249,81072,786,31,4,3.78,12,0.44,0
58,128924,25727,662,48,4,11.3,48,0.84,0
53,129334,73364,525,63,4,19.22,24,0.88,0
31,30410,224610,630,35,2,2.82,60,0.69,0
66,70140,97378,772,1,1,21.88,12,0.84,0
36,68433,147265,302,24,3,21.81,12,0.61,1
21,37864,209626,676,0,4,12.96,48,0.7,1
68,94609,197044,355,43,1,16.99,24,0.35,0
32,32006,106603,365,54,2,14.29,12,0.2,1
58,137313,70520,742,30,2,19.98,36,0.14,0
18,125343,184633,361,9,4,22.53,60,0.19,1
59,88782,99415,546,80,2,22.94,48,0.6,0
30,133059,232195,566,1,2,16.99,36,0.62,1
68,25704,41103,650,67,4,2.57,36,0.19,0
24,124695,244122,808,2,2,17.35,48,0.46,1
52,76825,181145,801,22,3,18.91,24,0.23,0
58,66468,166344,744,113,3,20.57,12,0.6,0
54,132241,227125,328,59,2,12.03,36,0.47,0
43,121556,159028,461,50,1,15.82,48,0.62,0
25,91614,229744,721,43,3,20.72,60,0.83,0
64,82691,239958,687,102,3,24.58,12,0.39,0
62,143742,160762,316,48,2,11.56,48,0.64,0
47,111606,212580,828,68,3,5.26,12,0.68,0
61,144859,175374,471,22,2,3.89,36,0.61,0
31,69708,62042,459,114,4,15.95,36,0.59,1
67,57865,73175,770,104,3,7.96,24,0.27,0
44,60011,231086,727,111,3,9.1,12,0.38,0
30,19860,145639,824,39,4,22.14,24,0.37,0
56,97482,56297,318,103,3,23.1,24,0.7,0
45,35943,24799,627,46,1,15.42,48,0.18,0
51,47771,41040,370,44,2,17.07,36,0.39,1
46,76476,240477,427,29,1,8.29,36,0.12,0
26,133261,117559,302,106,1,8.85,60,0.53,0
65,103848,10175,547,57,4,18.85,36,0.55,0
28,22380,12740,374,109,4,2.69,12,0.65,0
28,54240,204524,819,15,1,3.59,60,0.19,0
28,26604,159187,346,116,1,16.54,12,0.14,0
30,92937,68586,475,41,1,5.94,48,0.55,0
31,22884,76143,840,51,4,22.93,36,0.52,1
47,88257,40742,731,51,2,3.48,12,0.23,0
56,37983,247140,317,98,3,2.56,48,0.25,0
53,95118,115391,374,52,2,18.26,12,0.75,0
18,122382,41614,655,79,4,4.1,36,0.81,0
41,91838,131081,553,22,3,4.05,36,0.53,0
32,78073,148043,456,0,2,17.19,60,0.74,0
64,126861,249122,792,36,1,8.87,60,0.52,0
65,145272,134693,573,7,4,6.98,48,0.63,0
23,62923,80932,829,38,1,24.85,12,0.32,0
36,103139,174852,833,88,2,6.88,24,0.45,0
27,47766,63682,721,6,3,13.58,48,0.73,0
64,17274,245385,591,80,2,12.78,60,0.58,0
61,120363,82316,504,9,3,24.65,12,0.89,0
58,24515,122289,752,108,4,12.34,36,0.11,0
21,101286,7031,752,24,3,9.51,36,0.67,0
55,103570,38461,765,71,3,10.3,60,0.16,0
